location,roadSize,bedrooms,bathrooms,landarea,price,builtOn
"Dhapakhel, Lalitpur",20 Feet,5,4,3.0 Anna,Rs. 2.7 Cr,2072 B.S
"Changathali, Lalitpur",13 Feet,4,2,4.3 Anna,Rs. 2.85 Cr,2069 B.S
"Imadol, Lalitpur",13 Feet,5,4,4.0 Anna,Rs. 3.3 Cr,2079 B.S
"Imadol, Lalitpur",20 Feet,6,4,3.3 Anna,Rs. 3.65 Cr,2079 B.S
"Imadol, Lalitpur",13 Feet,5,5,4.2 Anna,Rs. 3.65 Cr,2076 B.S
"Vinayak Colony, Lalitpur",20 Feet,4,2,4.3 Anna,Rs. 5.1 Cr,2073 B.S
"Balkot, Bhaktapur",13 Feet,4,5,3.2 Anna,Rs. 2.5 Cr,2076 B.S
"Tikathali, Lalitpur",13 Feet,4,2,4.0 Anna,Rs. 2.2 Cr,2072 B.S
"Mandikhatar, Kathmandu",16 Feet,4,4,16.0 Anna,Rs. 12 Cr,2072 B.S
"Imadol, Lalitpur",12 Feet,4,2,3.0 Anna,Rs. 2.3 Cr,2079 B.S
"Sgaun, Lalitpur",16 Feet,4,5,3.1 Anna,Rs. 2.2 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.3 Anna,Rs. 2.5 Cr,2072 B.S
"Imadol, Lalitpur",13 Feet,6,3,4.0 Anna,Rs. 3.5 Cr,2074 B.S
"Imadol, Lalitpur",13 Feet,7,4,4.0 Anna,Rs. 3.5 Cr,2080 B.S
"Imadol, Lalitpur",20 Feet,4,4,3.0 Anna,Rs. 2.2 Cr,2078 B.S
"Imadol, Lalitpur",10 Feet,5,5,3.1 Anna,Rs. 2.3 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,4,2,3.3 Anna,Rs. 2.85 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.0 Anna,Rs. 2.6 Cr,2078 B.S
"Balkhu, Kathmandu",15 Feet,8,3,6.0 Anna,Rs. 4.25 Cr,2078 B.S
"Khumaltar, Lalitpur",12 Feet,5,5,5.1 Anna,Rs. 2.4 Cr,2076 B.S
"Balkhu, Kathmandu",16 Feet,3,3,3.0 Anna,Rs. 2.23 Cr,2076 B.S
"Thulo bharyang, Kathmandu",13 Feet,5,3,7.7 Anna,Rs. 10 Cr,2076 B.S
"Mandikhatar, Kathmandu",13 Feet,6,6,4.0 Anna,Rs. 2.75 Cr,2071 B.S
"Ghattekulo, Kathmandu",5-8 Feet,7,4,4.1 Anna,Rs. 2.55 Cr,2077 B.S
"Maharajgunj, Kathmandu",18 Feet,4,5,4.0 Anna,Rs. 2.5 Cr,2064 B.S
"Pepsicola, Kathmandu",36 Feet,7,4,4.2 Anna,Rs. 5 Cr,2074 B.S
"Budhanilkantha, Kathmandu",20 Feet,5,4,4.3 Anna,Rs. 3 Cr,2078 B.S
"Goldhunga, Kathmandu",10 Feet,8,4,4.5 Anna,Rs. 2.99 Cr,2074 B.S
"Baneshwor, Kathmandu",20 Feet,6,3,8.2 Anna,Rs. 70 Lac/Anna,2080 B.S
"Samakhushi chowk, Kathmandu",22 Feet,21,5,5.0 Anna,Rs. 4.5 Cr,2078 B.S
"Kaushaltar, Bhaktapur",13 Feet,5,7,18.0 Anna,Rs. 1 Cr,2078 B.S
"Goldhunga, Kathmandu",10 Feet,8,4,3 Anna,Rs. 2.99 Cr,2078 B.S
"Guheshwori, Kathmandu",26 Feet,18,4,4 Anna,Rs. 3.5 Cr,2078 B.S
"Nakhudole, Lalitpur",14-20 Feet,5,5,4.0 Anna,Rs. 4 Cr,2076 B.S
"Chunikhel, Kathmandu",12 Feet,2,1,3.0 Anna,Rs. 1.33 Cr,2071 B.S
"Imadol, Lalitpur",10 Feet,4,2,2.2 Anna,Rs. 1.9 Cr,2078 B.S
"Matatirtha, Kathmandu",16 Feet,6,4,13.3 Anna,Rs. 4 Cr,2077 B.S
"Dhunchepakha, Bhaktapur",36 Feet,7,2,15.0 Anna,Rs. 7 Cr,2078 B.S
"Kapan, Kathmandu",22 Feet,6,32,3.3 Anna,Rs. 3.3 Cr,2075 B.S
"Patan, Lalitpur",12 Feet,3,4,2.0 Anna,Rs. 1.8 Cr,2064 B.S
"Dhapasi, Kathmandu",10 Feet,5,1,6.0 Anna,Rs. 3.25 Cr,2078 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,5,5.2 Anna,Rs. 4.5 Cr,2055 B.S
"Hattigaunda, Kathmandu",14  Feet,7,5,6.0 Anna,Rs. 3.75 Cr,2075 B.S
"Imadol, Lalitpur",22 Feet,6,4,15.3 Anna,Rs. 12.5 Cr,2061 B.S
"Baluwakhani, Kathmandu",13 Feet,7,5,5.1 Anna,Rs. 3.45 Cr,2078 B.S
"Jorpati, Kathmandu",12 Feet,3,3,2.2 Anna,Rs. 1.43 Cr,2062 B.S
"Uttar Dhoka, Kathmandu",12-20 Feet,9,9,6.0 Anna,Rs. 6.5 Cr,2078 B.S
"New Buspark, Kathmandu",13 Feet,6,5,9.0 Anna,Rs. 8.5 Cr,2078 B.S
"Mitrapark, Kathmandu",13 Feet,7,4,10.0 Anna,Rs. 9.5 Cr,2078 B.S
"Balaju, Kathmandu",13 Feet,4,4,3.1 Anna,Rs. 2.3 Cr,2078 B.S
"Chappal karkh, Kathmandu",13 Feet,5,6,8.3 Anna,Rs. 7.5 Cr,2078 B.S
"Sitapaila, Kathmandu",13 Feet,3,3,4.0 Anna,Rs. 2.75 Cr,2074 B.S
"Thulo bharyang, Kathmandu",12-18 Feet,5,5,18.0 Anna,Rs. 60 Lac/Anna,2078 B.S
"Bhaisepati, Lalitpur",13 Feet,4,5,6.0 Anna,Rs. 5 Cr,2074 B.S
"Maharajgunj, Kathmandu",10 Feet,5,4,12.0 Anna,Rs. 12 Cr,2080 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.2 Anna,Rs. 2.6 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,6,4,2.2 Anna,Rs. 1.75 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,5,5,3.0 Anna,Rs. 2.35 Cr,2078 B.S
"Dhapasi, Kathmandu",13 Feet,3,3,4.0 Anna,Rs. 2.95 Cr,2078 B.S
"Bhaisepati, Lalitpur",13/20 Feet,4,4,3.3 Anna,Rs. 3.2 Cr,2078 B.S
"Narayanthan , Kathmandu",17 Feet,7,5,17.0 Anna,Rs. 9.25 Cr,2076 B.S
"Dholahiti, Lalitpur",27 Feet,4,5,4.0 Anna,Rs. 4 Cr,2076 B.S
"Jyotinagar, Kathmandu",14 Feet,7,4,4.0 Anna,Rs. 3.5 Cr,2075 B.S
"Imadol, Lalitpur",13 Feet,6,4,3.1 Anna,Rs. 2.25 Cr,2076 B.S
"Imadol, Lalitpur",13 Feet,4,4,2.3 Anna,Rs. 2.1 Cr,2076 B.S
"Imadole, Lalitpur",13 Feet,4,5,3.0 Anna,Rs. 2.25 Cr,2071 B.S
"Imadol, Lalitpur",20 Feet,6,4,3.3 Anna,Rs. 2.55 Cr,2078 B.S
"Bhangal , Kathmandu",18 Feet,6,3,4.0 Anna,Rs. 2.7 Cr,2074 B.S
"Sitapaila, Kathmandu",13 Feet,4,5,5.0 Anna,Rs. 2.95 Cr,2077 B.S
"Goldhunga, Kathmandu",16 Feet,4,3,3.0 Anna,Rs. 2.05 Cr,2076 B.S
"Mandikhatar, Kathmandu",13 Feet,10,5,3.0 Anna,Rs. 2.5 Cr,2076 B.S
"Bhaisepati, Lalitpur",12 Feet,4,1,4.1 Anna,Rs. 3.8 Cr,2078 B.S
"Sitapaila, Kathmandu",20 Feet,5,3,6.2 Anna,Rs. 4.7 Cr,2074 B.S
"Imadol, Lalitpur",13 Feet,4,2,4.0 Anna,Rs. 3.4 Cr,2078 B.S
"Attarkhel, Kathmandu",13 Feet,8,3,3.2 Anna,Rs. 3 Cr,2062 B.S
"Syuchatar, Kathmandu",14 Feet,4,2,3.2 Anna,Rs. 2.2 Cr,2078 B.S
"Grande Villa, Kathmandu",14-20 Feet,3,3,11.0 Anna,Rs. 6 Cr,2066 B.S
"Bhaisepati, Lalitpur",13 Feet,4,5,6.0 Anna,Rs. 5 Cr,2074 B.S
"Lazimpat, Kathmandu",15 Feet,6,4,5.2 Anna,Rs. 6 Cr,2072 B.S
"Budhanilkantha, Kathmandu",20 Feet,4,6,9.2 Anna,Rs. 6.2 Cr,2066 B.S
"Lambagar, Kathmandu",11 Feet,6,3,4.0 Anna,Rs. 2.6 Cr,2070 B.S
Kathmandu,32 Feet,4,6,3.0 Anna,Rs. 2.7 Cr,2078 B.S
"Baluwakhani, Kathmandu",16 Feet,6,3,3.1 Anna,Rs. 2.75 Cr,2064 B.S
"Mandikhatar, Kathmandu",20 Feet,4,5,4.0 Anna,Rs. 4.25 Cr,2068 B.S
"Pepsicola, Kathmandu",10-26 Feet,5,4,5.0 Anna,Rs. 3.25 Cr,2074 B.S
"Danchhi, Kathmandu",20 Feet,2,1,3.1 Anna,Rs. 1.2 Cr,2078 B.S
"Kapan, Kathmandu",12-18 Feet,5,3,6.0 Anna,Rs. 4.55 Cr,2076 B.S
"Dhapasi, Kathmandu",12 Feet,6,2,9.0 Anna,Rs. 4.7 Cr,2075 B.S
"Jagdol, Kathmandu",13 Feet,5,1,3.2 Anna,Rs. 90 Lac,2065 B.S
"Bhaisepati, Lalitpur",12-18 Feet,5,5,6.0 Anna,Rs. 9 Cr,2071 B.S
"Bhaisepati, Lalitpur",13 Feet,5,4,4.2 Anna,Rs. 4.5 Cr,2078 B.S
"Mandikhatar, Kathmandu",13 Feet,6,4,3.1 Anna,Rs. 2.65 Cr,2074 B.S
"Mandikhatar, Kathmandu",13 Feet,6,4,5.0 Anna,Rs. 3.85 Cr,2078 B.S
"Hepali Height, Kathmandu",13 Feet,4,5,4.0 Anna,Rs. 3.35 Cr,2078 B.S
"Pepsicola, Kathmandu",20 Feet,5,4,7 Anna,Rs. 6.75 Cr,2074 B.S
"Bhaisepati, Lalitpur",20 Feet,6,4,4.2 Anna,Rs. 4 Cr,2080 B.S
"Khumaltar, Lalitpur",14 Feet,4,4,4.2 Anna,Rs. 3.9 Cr,2062 B.S
"Raniban, Kathmandu",14 Feet,6,5,4.2 Anna,Rs. 3.1 Cr,2066 B.S
"Kusunti, Lalitpur",11 Feet,4,4,4.2 Anna,Rs. 4 Cr,2058 B.S
"Golfutar, Kathmandu",12 Feet,6,4,9.0 Anna,Rs. 12.5 Cr,2078 B.S
"Sanobharyang, Kathmandu",13 Feet,7,4,3.3 Anna,Rs. 3.6 Cr,2070 B.S
"Kapan, Kathmandu",12 Feet,6,5,5.0 Anna,Rs. 3.15 Cr,2072 B.S
"Hattiban, Lalitpur",13 Feet,7,5,4.1 Anna,Rs. 4 Cr,2062 B.S
"Nakhipot, Lalitpur",13 Feet,5,4,3.3 kattha,Rs. 3.25 Cr,2055 B.S
"Tokha, Kathmandu",13 Feet,3,1,2.2 Anna,Rs. 1 Cr,2078 B.S
"Dharmasthali, Kathmandu",36 Feet,8,4,5.0 Anna,Rs. 2.65 Cr,2064 B.S
"Bhaisepati, Lalitpur",15 Feet,4,4,3.5 Anna,Rs. 4.5 Cr,2068 B.S
"Golfutar, Kathmandu",13 Feet,4,2,4.0 Anna,Rs. 3.25 Cr,2074 B.S
"Sitapaila, Kathmandu",13 Feet,2,1,3.0 Anna,Rs. 1.4 Cr,2080 B.S
"Manbhawan, Lalitpur",13 Feet,17,10,7.2 Anna,Rs. 6.2 Cr,2062 B.S
"Kapan, Kathmandu",13 Feet,2,1,3.0 Anna,Rs. 1.35 Cr,2066 B.S
"Gwarko, Lalitpur",13 Feet,8,4,12.0 Anna,Rs. 50 Lac/Anna,2058 B.S
"Hepali Height, Kathmandu",13 Feet,4,5,4.0 Anna,Rs. 3.35 Cr,2078 B.S
"Budhanilkantha, Kathmandu",14 Feet,6,5,5.0 Anna,Rs. 3.6 Cr,2056 B.S
"Machhapokhari, Kathmandu",20 Feet,16,7,3.0 Anna,Rs. 3.35 Cr,2068 B.S
"Yetkha, Kathmandu",16 Feet,8,4,2.3 Anna,Rs. 3.2 Cr,2071 B.S
"Sitapaila, Kathmandu",13 Feet,5,7,5.0 Anna,Rs. 6.5 Cr,2078 B.S
"Budhanilkantha, Kathmandu",15 Feet,4,3,4.4 Anna,Rs. 4.5 Cr,2074 B.S
"Dhapasi, Kathmandu",15-20 Feet,5,5,9.1 Anna,Rs. 5.8 Cr,2077 B.S
"Baluwatar, Kathmandu",12-18 Feet,5,5,6.2 kattha,Rs. 6.5 Cr,2078 B.S
"Gothatar, Kathmandu",28 Feet,5,3,3.3 Anna,Rs. 2.4 Cr,2078 B.S
"Gaurighat, Kathmandu",9-12 Feet,5,5,6.0 Anna,Rs. 5 Cr,2064 B.S
"Bhangal , Kathmandu",24 Feet,6,6,15.2 Anna,Rs. 6.5 Cr,2068 B.S
"Nakhipot, Lalitpur",12 Feet,7,5,4.0 Anna,Rs. 3.6 Cr,2055 B.S
"Imadol, Lalitpur",13 Feet,3,3,3.0 Anna,Rs. 2.1 Cr,2068 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,4,13.0 Anna,Rs. 10.5 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,4,6.0 Anna,Rs. 4.6 Cr,2080 B.S
"Ekatabasti, Kathmandu",16 Feet,4,4,4.1 Anna,Rs. 3.6 Cr,2062 B.S
"Mandikhatar, Kathmandu",13 Feet,5,5,4.3 Anna,Rs. 3.45 Cr,2066 B.S
"Dhapasi, Kathmandu",13 Feet,5,4,7.0 Anna,Rs. 4.4 Cr,2078 B.S
"Lolang, Kathmandu",13 Feet,2,1,3.0 Anna,Rs. 1.38 Cr,2077 B.S
"Ekatabasti, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 1.85 Cr,2078 B.S
"Baluwatar, Kathmandu",10 Feet,3,4,8.0 Anna,Rs. 8 Cr,2064 B.S
"Radhe Radhe, Bhaktapur",24 Feet,4,4,2.2 Anna,Rs. 2.4 Cr,2078 B.S
"Mandikhatar, Kathmandu",13 Feet,6,4,5.0 Anna,Rs. 3.78 Cr,2078 B.S
"Pepsicola, Kathmandu",20 Feet,6,3,3.2 Anna,Rs. 2.4 Cr,2077 B.S
"Kapan, Kathmandu",13 Feet,2,1,3.1 Anna,Rs. 1.68 Cr,2063 B.S
"Tandi, Chitwan",82 Feet,3,3,0.13 kattha,Rs. 6.9 Cr,2059 B.S
"Balkot, Bhaktapur",20 Feet,4,4,2233.81 sq. ft,Rs. 2.8 Cr,2077 B.S
"Putalisadak, Kathmandu",13 Feet,12,6,3.0 Anna,Rs. 7.75 Cr,2075 B.S
"Thamel, Kathmandu",13 Feet,5,3,3.0 Anna,Rs. 5.5 Cr,2050 B.S
"Kusunti, Lalitpur",16 Feet,4,4,9.0 Anna,Rs. 11 Cr,2076 B.S
"Bafal, Kathmandu",12 Feet,7,3,4 Anna,Rs. 3.65 Cr,2063 B.S
"Sipadol, Bhaktapur",13 Feet,2,1,4.0 Anna,Rs. 1.5 Cr,2078 B.S
"Aaptari, Chitwan",20 Feet,12,4,0.10 kattha,Rs. 2.2 Cr,2060 B.S
"Budhanilkantha, Kathmandu",13 Feet,7,7,4.5 Anna,Rs. 5 Cr,2059 B.S
"Ganesh Chowk, Kathmandu",13 Feet,5,4,4.0 Anna,Rs. 3.5 Cr,2077 B.S
"Chunikhel, Kathmandu",13 Feet,5,4,4.0 Anna,Rs. 2.8 Cr,2077 B.S
"Baluwatar, Kathmandu",25 Feet,5,3,6.0 Anna,Rs. 3.5 Cr,2070 B.S
"Mhaipi, Kathmandu",20 Feet,4,4,4.0 Anna,Rs. 3.3 Cr,2072 B.S
"Tikathali, Lalitpur",12 Feet,6,4,2.6 Anna,Rs. 2.2 Cr,2076 B.S
"Imadol, Lalitpur",20 Feet,7,4,3.2 Anna,Rs. 2.85 Cr,2077 B.S
"Ekatabasti, Kathmandu",16 Feet,2,1,4.1 Anna,Rs. 1.7 Cr,2077 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,5.0 Anna,Rs. 3.6 Cr,2077 B.S
"Dhapasi, Kathmandu",12 Feet,5,3,3.1 Anna,Rs. 2.1 Cr,2071 B.S
"Harisiddhi, Lalitpur",20 Feet,5,3,3.2 Anna,Rs. 2.35 Cr,2078 B.S
"Rudreshwor, Kathmandu",14 Feet,5,4,6.3 Anna,Rs. 6.8 Cr,2078 B.S
"Baluwa, Kathmandu",10 Feet,2,1,3.3 Anna,Rs. 68 Lac,2074 B.S
"Nakkhu, Lalitpur",12-18 Feet,8,6,8.0 Anna,Rs. 6.4 Cr,2065 B.S
"Thapathali, Kathmandu",14 Feet,5,4,7.0 Anna,Rs. 6 Cr,2056 B.S
"Maijubahal, Kathmandu",8 Feet,5,3,6.2 Anna,Rs. 3.5 Cr,2076 B.S
"Samakhusi, Kathmandu",12 Feet,3,4,3.0 Anna,Rs. 3.25 Cr,2075 B.S
"Budhanilkantha, Kathmandu",15 Feet,6,7,3.0 Anna,Rs. 4 Cr,2065 B.S
"Budhanilkantha, Kathmandu",13 Feet,9,4,10.0 Anna,Rs. 10.5 Cr,2068 B.S
"Kusunti, Lalitpur",13 Feet,5,4,3.2 Anna,Rs. 2.4 Cr,2071 B.S
"Dhapakhel, Lalitpur",13 Feet,6,4,2.2 Anna,Rs. 1.9 Cr,2078 B.S
"Sundar basti, Kathmandu",12 Feet,6,5,3.2 Anna,Rs. 2.55 Cr,2074 B.S
"Chandragiri, Kathmandu",14 Feet,5,4,15.2 Anna,Rs. 4 Cr,2067 B.S
"Baluwakhani, Kathmandu",13 Feet,5,3,3.2 Anna,Rs. 1.95 Cr,2077 B.S
"Basundhara, Kathmandu",16 Feet,4,4,5.2 Anna,Rs. 3.5 Cr,2078 B.S
"Thankot, Kathmandu",13 Feet,5,3,2.3 Anna,Rs. 1.6 Cr,2078 B.S
"Imadol, Lalitpur",13 Feet,5,4,3.2 Anna,Rs. 2.75 Cr,2068 B.S
"Kathmandu, Budhanilkantha",14 Feet,5,4,5.2 Anna,Rs. 3.75 Cr,2055 B.S
"Khumaltar, Lalitpur",13 Feet,5,4,4.1 Anna,Rs. 3.1 Cr,2078 B.S
"Koteshwor, Kathmandu",26 Feet,5,6,4.0 Anna,Rs. 4.5 Cr,2064 B.S
"Bharatpur, Chitwan",20 Feet,4,2,1275 sq. ft,Rs. 1.7 Cr,2078 B.S
"Gongabu, Kathmandu",10 Feet,5,3,8.0 Anna,Rs. 5.15 Cr,2074 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,4,4.2 Anna,Rs. 3.5 Cr,2067 B.S
"Budhanilkantha, Kathmandu",13 Feet,4,4,4.2 Anna,Rs. 3.5 Cr,2077 B.S
"Budhanilkantha, Kathmandu",8-12 Feet,5,3,3.0 Anna,Rs. 3.75 Cr,2078 B.S
"Imadole, Lalitpur",13 Feet,4,4,3.0 Anna,Rs. 2.3 Cr,2078 B.S
"Mandikhatar, Kathmandu",16 Feet,5,5,5.0 Anna,Rs. 3.95 Cr,2064 B.S
"Thankot, Kathmandu",13 Feet,4,4,3.0 Anna,Rs. 2.1 Cr,2068 B.S
"Imadol, Lalitpur",18 Feet,14,6,7.0 Anna,Rs. 7 Cr,2077 B.S
"Bhaisepati, Lalitpur",10 Feet,4,3,4.1 Anna,Rs. 3.8 Cr,2068 B.S
"Makalbari, Kathmandu",13 Feet,2,1,8.0 Anna,Rs. 3.1 Cr,2065 B.S
"Imadol, Lalitpur",13 Feet,4,4,3.1 Anna,Rs. 2.4 Cr,2062 B.S
"Changathali, Lalitpur",11 Feet,6,4,3.1 Anna,Rs. 1.5 Cr,2070 B.S
"Pepsicola, Kathmandu",20 Feet,4,4,2.2 Anna,Rs. 2.4 Cr,2074 B.S
"Bsthali, Kathmandu",20 Feet,5,5,6.2 Anna,Rs. 7 Cr,2064 B.S
"Imadol, Lalitpur",20 Feet,5,4,3.2 Anna,Rs. 2.75 Cr,2068 B.S
"Kusunti, Lalitpur",16 Feet,5,4,4.0 Anna,Rs. 2.75 Cr,2077 B.S
"Soltidobato, Kathmandu",13 Feet,3,3,4.0 Anna,Rs. 3 Cr,2074 B.S
"Balaju, Kathmandu",13 Feet,4,4,6.0 Anna,Rs. 4.85 Cr,2074 B.S
"Ekatabasti, Kathmandu",13 Feet,4,4,5.0 Anna,Rs. 3.65 Cr,2078 B.S
"Hepali Height, Kathmandu",12 Feet,5,5,3.0 Anna,Rs. 3 Cr,2074 B.S
"Baniyatar, Kathmandu",14 Feet,7,4,3.5 Anna,Rs. 3.75 Cr,2068 B.S
"Machhe Gaun, Kathmandu",16 Feet,5,4,3.0 Anna,Rs. 1.2 Cr,2072 B.S
"Thapagaun, Kathmandu",12 Feet,3,3,4.2 Anna,Rs. 4.3 Cr,2077 B.S
"Ekatabasti, Kathmandu",13 Feet,4,4,4.0 Anna,Rs. 2.95 Cr,2075 B.S
"Kharibot, Kathmandu",12-16 Feet,5,3,5.0 Anna,Rs. 3.05 Cr,2077 B.S
"Shankhamul, Kathmandu",13 Feet,8,8,3.2 Anna,Rs. 4.5 Cr,2072 B.S
"Bhaisepati, Lalitpur",16 Feet,5,5,3.2 Anna,Rs. 2.65 Cr,2077 B.S
"Golfutar, Kathmandu",13 Feet,4,3,4.0 Anna,Rs. 3.75 Cr,2075 B.S
"Jharuwarasi, Lalitpur",20 Feet,3,2,4.3 Anna,Rs. 1.3 Cr,2068 B.S
"Budhanilkantha, Kathmandu",14 Feet,6,5,5.0 Anna,Rs. 3.6 Cr,2077 B.S
"Paknajol, Kathmandu",8-12 Feet,6,4,9.0 Anna,Rs. 7.25 Cr,2075 B.S
"Budhanilkantha, Kathmandu",13 Feet,5,4,6.0 Anna,Rs. 3.5 Cr,2077 B.S
"Mbahadur Marga, Kathmandu",13 Feet,7,5,4.0 Anna,Rs. 3.1 Cr,2072 B.S
"Sinamangal, Kathmandu",20 Feet,5,4,4.1 Anna,Rs. 4.9 Cr,2077 B.S
"Mbahadur Marga, Kathmandu",16 Feet,5,4,4.2 Anna,Rs. 3.3 Cr,2075 B.S
"Imadol, Lalitpur",13 Feet,5,4,3.2 Anna,Rs. 2.65 Cr,2068 B.S
"Machhapokhari, Kathmandu",9-12 Feet,6,4,8.0 Anna,Rs. 5.5 Cr,2058 B.S
"Mmaiju, Kathmandu",18 Feet,13,4,8.2 Anna,Rs. 5.85 Cr,2070 B.S
"Imadol, Lalitpur",13 Feet,4,3,3.0 Anna,Rs. 22 Lac,2077 B.S
"Nakkhu, Lalitpur",15 Feet,4,4,4.0 Anna,Rs. 2.8 Cr,2075 B.S
"Imadol, Lalitpur",13 Feet,4,3,2.3 Anna,Rs. 1.95 Cr,2068 B.S
"Dhapasi, Kathmandu",4-8 Feet,3,2,2.5 Anna,Rs. 1 Cr,2078 B.S
"Bhangal , Kathmandu",13 Feet,5,3,4.0 Anna,Rs. 3.1 Cr,2068 B.S
"Bhimsengola, Kathmandu",20 Feet,6,6,10.0 Anna,Rs. 7.5 Cr,2058 B.S
Kathmandu,22 Feet,5,6,8.0 Anna,Rs. 7.65 Cr,2070 B.S
"Budhanilkantha, Kathmandu",14 Feet,6,5,5.0 Anna,Rs. 3.6 Cr,2065 B.S
"Mbahadur Marga, Kathmandu",20 Feet,5,6,4.0 Anna,Rs. 3.5 Cr,2075 B.S
"Bhangal , Kathmandu",13 Feet,5,4,5.0 Anna,Rs. 2.95 Cr,2075 B.S
"Chunikhel, Kathmandu",12-18 Feet,4,3,3.2 Anna,Rs. 2.2 Cr,2072 B.S
"Darjeeling Height, Bhaktapur",10 Feet,4,2,2 Anna,Rs. 1.75 Cr,2077 B.S
"Rudreshwor, Kathmandu",13 Feet,5,5,12.0 Anna,Rs. 14.5 Cr,2075 B.S
"Sanepa, Lalitpur",10 Feet,5,4,5.0 Anna,Rs. 4.5 Cr,2060 B.S
"Dhapasi, Kathmandu",13 Feet,5,2,3.0 Anna,Rs. 2.1 Cr,2070 B.S
"Narayanthan , Kathmandu",13 Feet,5,6,11.0 Anna,Rs. 10.5 Cr,2077 B.S
"Bhelpa, Lalitpur",11 Feet,5,3,3.2 Anna,Rs. 2.65 Cr,2075 B.S
"Sanepa, Lalitpur",16 Feet,6,5,5.0 Anna,Rs. 6.5 Cr,2068 B.S
"Mmaiju, Kathmandu",12 Feet,9,4,4.0 Anna,Rs. 3.8 Cr,2078 B.S
"Maitidevi, Kathmandu",13 Feet,8,5,14.0 Anna,Rs. 10.5 Cr,2058 B.S
"Sukedhara, Kathmandu",12 Feet,7,3,4.0 Anna,Rs. 2.95 Cr,2058 B.S
"Hattigaunda, Kathmandu",13 Feet,5,7,5.1 Anna,Rs. 3.9 Cr,2074 B.S
"Thaiba, Lalitpur",20 Feet,4,4,3.1 Anna,Rs. 1.25 Cr,2068 B.S
"Bhaisepati, Lalitpur",16/20 Feet,5,5,5.0 Anna,Rs. 4.5 Cr,2077 B.S
"Bhaisepati, Lalitpur",20 Feet,4,5,4.2 Anna,Rs. 4.5 Cr,2075 B.S
"Basundhara, Kathmandu",16/10 Feet,6,5,5.0 Anna,Rs. 4 Cr,2068 B.S
"Jawalakhel, Lalitpur",18 Feet,7,4,3 Anna,Rs. 3 Cr,2074 B.S
"Golfutar, Kathmandu",13 Feet,4,3,4.1 Anna,Rs. 3.75 Cr,2068 B.S
"Chunikhel, Kathmandu",13 Feet,5,3,3.1 Anna,Rs. 2.05 Cr,2074 B.S
"Mandikhatar, Kathmandu",13 Feet,5,4,3.2 Anna,Rs. 2.22 Cr,2078 B.S
"Machhapokhari, Kathmandu",20 Feet,14,15,6.3 Anna,Rs. 4.85 Cr,2065 B.S
"Sgaun, Lalitpur",13/16 Feet,5,5,4.1 Anna,Rs. 3.05 Cr,2068 B.S
"Dallu, Kathmandu",20 Feet,6,5,3.2 Anna,Rs. 4.5 Cr,2078 B.S
"Budhanilkantha, Kathmandu",12-18 Feet,6,6,5.0 Anna,Rs. 5.2 Cr,2060
"Budhanilkantha, Kathmandu",13 Feet,4,6,5.0 Anna,Rs. 4.8 Cr,2060
"Dhumbarahi, Kathmandu",36 Feet,7,7,6.1 Anna,Rs. 6.9 Cr,2060
"Budhanilkantha, Kathmandu",15 Feet,5,6,18.0 Anna,Rs. 16.5 Cr,2065
"Nakhudole, Lalitpur",10/26 Feet,3,4,3.3 Anna,Rs. 2.9 Cr,2073
"Bhaisepati, Lalitpur",13/18 Feet,5,5,5.2 Anna,Rs. 3.8 Cr,2075
"Koteshwor, Kathmandu",26 Feet,6,5,4.0 Anna,Rs. 4.5 Cr,2075
"Bhaisepati, Lalitpur",18 Feet,5,5,5.2 Anna,Rs. 3.8 Cr,2073
"Budhanilkantha, Kathmandu",13 Feet,4,4,8.2 Anna,Rs. 5.5 Cr,2071
"Bhaisepati, Lalitpur",20 Feet,6,6,3 Anna,Rs. 3.6 Cr,2075
"mnagar, Kathmandu",11 Feet,6,5,3.3 Anna,Rs. 4.25 Cr,2078 B.S
"Phutung, Kathmandu",18 Feet,5,3,4.2 Anna,Rs. 2.6 Cr,2074 B.S
"Bhaisepati, Lalitpur",20 Feet,6,5,3.2 Anna,Rs. 2.95 Cr,2078 B.S
"Narayanthan , Kathmandu",18 Feet,6,3,7.0 Anna,Rs. 6.5 Cr,2074 B.S
"Nakkhu, Lalitpur",10/15 Feet,4,4,5.1 Anna,Rs. 3.8 Cr,2068 B.S
"Kapan, Kathmandu",20 Feet,5,3,5.0 Anna,Rs. 4.5 Cr,2077 B.S
"Gokarna, Kathmandu",12 Feet,2,1,3.1 Anna,Rs. 1.3 Cr,2077 B.S
"Hattiban, Lalitpur",12-18 Feet,4,6,10.2 Anna,Rs. 7.5 Cr,2078 B.S
